datapointID,X,Y,answer,subtaskID
97,51.326251,44.418773,1,1
98,16.849796,15.630894,1,1
99,28.219135,81.414229,0,1
100,19.413451,84.601725,0,1
1,51.098889,50.155715,1,2
2,21.413813,46.116654,1,2
3,21.689736,66.38881,1,2
4,44.003764,44.00184,1,2
5,84.229836,49.598061,0,2
6,63.401517,64.045911,0,2
7,84.736303,68.934441,0,2
8,44.345234,59.759438,1,2
9,96.772954,38.162273,0,2
10,12.232705,58.000706,1,2
11,20.890969,36.777553,1,2
12,39.762639,42.882731,1,2
13,6.074559,37.363674,0,2
14,57.719683,51.785968,0,2
15,32.308839,29.980435,1,2
16,9.107987,75.219454,0,2
17,73.116163,18.577219,0,2
18,41.451868,47.991249,1,2
19,9.670762,51.377226,1,2
20,36.930995,30.226,1,2
21,5.576197,57.527373,0,2
22,41.148441,2.039303,0,2
23,14.740841,45.279316,1,2
24,25.079282,69.703418,1,2
25,68.357336,84.873503,0,2
26,81.626369,52.233645,0,2
27,74.479069,32.449504,0,2
28,65.845575,14.457999,0,2
29,8.166397,65.557688,1,2
30,72.454277,68.333313,0,2
31,70.172503,85.124696,0,2
32,24.295594,56.314674,1,2
33,31.155478,97.497874,0,2
34,34.28129,48.830757,1,2
35,94.23077,23.054127,0,2
36,24.801548,66.400333,1,2
37,71.218069,25.833811,0,2
38,28.203532,46.737098,1,2
39,88.92084,6.320895,0,2
40,19.904617,79.950957,0,2
41,43.052846,26.976822,1,2
42,63.184202,23.075208,0,2
43,58.722345,51.182734,0,2
44,84.954857,85.996682,0,2
45,38.387675,60.928251,1,2
46,54.844265,8.087889,0,2
47,84.619077,58.825013,0,2
48,38.285651,55.062491,1,2
49,83.694784,93.139124,0,2
50,24.524293,55.983186,1,2
51,25.737344,98.713188,0,2
52,97.86726,31.524851,0,2
53,68.151311,0.036964,0,2
54,19.403362,14.821851,0,2
55,44.873323,75.965337,0,2
56,40.301083,61.742052,1,2
57,42.831676,58.355587,1,2
58,58.81502,11.359657,0,2
59,38.564345,45.717353,1,2
60,29.339142,53.500391,1,2
61,14.99981,37.761605,1,2
62,9.21609,70.063027,1,2
63,94.571614,1.73436,0,2
64,74.162188,84.637761,0,2
65,99.751305,7.786169,0,2
66,51.665968,76.431667,0,2
67,51.383328,39.223516,1,2
68,37.414219,76.807181,0,2
69,8.737871,53.302818,1,2
70,81.55671,39.653388,0,2
71,26.796249,59.867957,1,2
72,14.2213,56.317302,1,2
73,24.488884,35.831192,1,2
74,93.677984,59.768309,0,2
75,46.12554,76.122551,0,2
76,78.104023,74.852798,0,2
77,75.971633,28.109813,0,2
78,13.073018,4.45321,0,2
79,31.753665,29.00188,1,2
80,84.547955,69.799463,0,2
81,18.394365,8.869205,0,2
82,30.427738,60.685581,1,2
83,50.954287,55.564649,1,2
84,28.961817,19.612133,1,2
85,37.074974,50.429902,1,2
86,44.025651,60.797056,1,2
87,88.438658,32.699171,0,2
88,56.985622,90.653715,0,2
89,43.66584,56.381065,1,2
90,40.188882,27.96089,1,2
91,21.09809,65.490897,1,2
92,53.357316,81.041138,0,2
93,32.472818,59.706737,1,2
94,23.11768,29.017874,1,2
95,55.521384,49.749907,0,2
96,32.954566,25.396401,1,2
97,33.11167,74.104505,0,2
98,39.658133,26.47932,1,2
99,19.743516,22.578393,1,2
100,40.762887,70.523479,1,2
101,68.614168,70.226962,0,2
102,24.626401,27.155579,1,2
103,87.048012,8.696503,0,2
104,76.590972,60.208094,0,2
105,5.477908,38.43354,0,2
106,85.353158,23.023843,0,2
107,73.480339,80.109201,0,2
108,34.383275,98.286262,0,2
109,8.526754,47.587102,1,2
110,22.679789,39.901308,1,2
111,31.561552,34.153268,1,2
112,21.980614,92.419853,0,2
113,27.879799,74.527454,0,2
114,57.086021,88.202627,0,2
115,11.96042,51.788442,1,2
116,70.710452,5.538496,0,2
117,89.22126,10.948325,0,2
118,65.912508,40.716243,0,2
119,30.931439,36.133986,1,2
120,41.957644,18.465477,1,2
121,62.137152,67.168006,0,2
122,65.689422,37.175543,0,2
123,30.648706,64.380091,1,2
124,36.501126,52.671082,1,2
125,49.334547,6.871634,0,2
126,88.526523,34.905401,0,2
127,0.857096,23.273426,0,2
128,42.182293,37.096302,1,2
129,27.338786,90.033627,0,2
130,75.724569,17.656301,0,2
131,23.257608,46.902641,1,2
132,11.721346,35.889551,1,2
133,34.351768,61.965054,1,2
134,92.99528,75.864077,0,2
135,34.450383,16.326537,0,2
136,39.102766,20.284464,1,2
137,6.484956,64.081008,0,2
138,46.062225,30.773356,1,2
139,48.944107,75.668143,0,2
140,53.10343,20.074364,1,2
141,19.008844,21.226777,1,2
142,57.864871,28.627373,0,2
143,1.349732,71.247188,0,2
144,40.87043,2.734517,0,2
145,49.265921,16.894585,0,2
146,88.890022,64.163642,0,2
147,76.469897,91.958881,0,2
148,49.566044,49.924015,1,2
149,61.127226,45.276837,0,2
150,62.308529,71.680438,0,2
151,16.557843,42.293429,1,2
152,36.961462,71.829142,1,2
153,1.927561,26.168657,0,2
154,33.869807,2.871778,0,2
155,5.573243,85.564551,0,2
156,22.336356,34.767532,1,2
157,2.989108,51.938793,0,2
158,19.669479,72.273442,1,2
159,40.047436,35.221839,1,2
160,45.475294,68.66547,1,2
161,22.758253,42.810623,1,2
162,22.714854,66.031559,1,2
163,99.998219,14.579559,0,2
164,19.443087,27.736699,1,2
165,9.015618,49.285923,1,2
166,87.634267,41.862781,0,2
167,23.187893,61.537099,1,2
168,71.085249,12.869937,0,2
169,12.00429,71.042324,1,2
170,10.602201,34.749805,1,2
171,77.845294,99.4245,0,2
172,8.493501,19.685406,1,2
173,39.531352,20.176281,1,2
174,98.058358,63.423683,0,2
175,27.001451,42.871058,1,2
176,50.751262,56.207089,1,2
177,2.893998,11.636676,0,2
178,37.367208,96.523777,0,2
179,66.12196,88.555251,0,2
180,79.368017,35.716318,0,2
181,98.678138,93.219277,0,2
182,43.149638,67.292221,1,2
183,17.498474,66.471407,1,2
184,21.106248,71.46857,1,2
185,9.832595,34.121254,1,2
186,28.157148,28.097653,1,2
187,70.087104,94.30883,0,2
188,43.769675,32.545825,1,2
189,74.814022,69.073248,0,2
190,62.808347,70.381544,0,2
191,17.351132,41.494502,1,2
192,54.740189,53.232973,1,2
193,72.047605,50.648664,0,2
194,9.021102,55.097827,1,2
195,9.187065,24.511939,1,2
196,95.224773,9.453372,0,2
197,68.544265,98.833309,0,2
198,40.804243,34.958516,1,2
199,30.1177,43.350416,1,2
200,63.094649,11.807199,0,2
201,30.13365,60.76793,1,2
202,6.23786,71.488014,0,2
203,34.538734,55.744168,1,2
204,46.241357,25.20215,1,2
205,8.966888,1.665659,0,2
206,22.67967,53.419465,1,2
207,98.257751,32.299042,0,2
208,72.979363,55.250282,0,2
209,29.378401,33.636477,1,2
210,77.363198,2.92021,0,2
211,20.387906,71.881976,1,2
212,2.995037,52.882638,0,2
213,15.279592,60.308346,1,2
214,22.241897,55.679432,1,2
215,17.005664,31.354712,1,2
216,66.008943,24.248027,0,2
217,7.375,52.13889,0,2
218,53.067764,46.734505,1,2
219,20.6256,71.293881,1,2
220,18.333464,88.088313,0,2
221,56.348348,31.763597,0,2
222,23.952648,0.005606,0,2
223,85.522108,68.616699,0,2
224,91.651021,49.200116,0,2
225,99.115466,61.101391,0,2
226,26.838861,20.768967,1,2
227,13.016231,45.155066,1,2
228,39.799386,98.863105,0,2
229,65.904531,75.97908,0,2
230,71.260987,60.778376,0,2
231,60.668521,57.393056,0,2
232,85.18061,62.014386,0,2
233,50.682635,32.177237,1,2
234,45.447888,7.329864,0,2
235,20.214532,97.173592,0,2
236,69.526234,99.032732,0,2
237,16.202933,33.048939,1,2
238,55.600537,21.890487,0,2
239,39.675991,71.841801,1,2
240,54.303069,46.204633,1,2
241,44.951484,55.032023,1,2
242,73.182145,8.885039,0,2
243,15.968964,16.689704,0,2
244,22.988726,36.898961,1,2
245,78.418958,19.230458,0,2
246,30.977448,46.852027,1,2
247,21.420697,65.314068,1,2
248,18.155982,91.728043,0,2
249,14.280069,9.449968,0,2
250,15.929526,92.953849,0,2
251,51.815251,73.20469,1,2
252,14.762491,22.794202,1,2
253,90.809745,93.660655,0,2
254,78.846033,95.607951,0,2
255,53.309127,52.204431,1,2
256,84.039552,76.945917,0,2
257,20.672044,32.425521,1,2
258,30.263213,63.552078,1,2
259,48.553197,61.944974,1,2
260,5.772611,45.34382,0,2
261,74.466469,47.880248,0,2
262,28.381478,41.414262,1,2
263,20.511463,25.451617,1,2
264,22.530992,39.365693,1,2
265,21.684293,65.37209,1,2
266,40.03726,18.548228,1,2
267,61.884917,10.745932,0,2
268,14.686514,39.844881,1,2
269,63.412359,25.593412,0,2
270,6.743853,0.414186,0,2
271,24.293615,66.348908,1,2
272,87.257992,7.73862,0,2
273,28.024397,45.664123,1,2
274,46.297822,26.391536,1,2
275,10.183955,45.00267,1,2
276,61.017096,74.280545,0,2
277,80.995864,84.165116,0,2
278,9.309298,63.265606,1,2
279,60.562038,52.975824,0,2
280,12.353031,47.123103,1,2
281,91.684572,16.343311,0,2
282,8.930762,7.538004,0,2
283,73.693509,46.334269,0,2
284,40.698921,17.718578,0,2
285,2.682946,99.724149,0,2
286,89.339528,24.820678,0,2
287,20.691403,18.18,1,2
288,63.774479,33.637629,0,2
289,93.226168,40.414274,0,2
290,7.959298,59.353588,0,2
291,5.918547,57.676233,0,2
292,19.853117,66.63095,1,2
293,31.121643,48.688003,1,2
294,48.713456,67.753108,1,2
295,91.194708,4.96119,0,2
296,14.086557,65.438572,1,2
297,74.126081,13.571904,0,2
298,17.769269,27.494416,1,2
299,81.584213,9.48298,0,2
300,72.152231,77.739336,0,2
301,33.050231,32.244762,1,2
302,77.743709,45.040661,0,2
303,21.12774,20.332948,1,2
304,23.220802,66.997901,1,2
305,21.94634,90.98896,0,2
306,29.758485,0.695204,0,2
307,13.010998,66.136705,1,2
308,16.712683,55.241988,1,2
309,43.36756,35.005263,1,2
310,34.303373,58.788068,1,2
311,67.830056,41.075602,0,2
312,71.66025,36.423338,0,2
313,88.833196,55.457332,0,2
314,33.30271,32.119288,1,2
315,57.551613,19.22103,0,2
316,35.963861,44.664515,1,2
317,54.815155,24.735041,1,2
318,54.65257,49.026469,1,2
319,18.836873,51.377399,1,2
320,44.624836,54.253258,1,2
321,29.612626,26.17465,1,2
322,79.716607,30.908642,0,2
323,13.505889,35.17436,1,2
324,41.119937,13.906494,0,2
325,46.95718,21.413627,1,2
326,64.046548,70.465498,0,2
327,43.414071,64.191713,1,2
328,2.094357,45.50618,0,2
329,88.83969,82.428725,0,2
330,95.645722,78.565228,0,2
331,47.994362,32.45799,1,2
332,39.192196,68.514136,1,2
333,98.879438,32.504947,0,2
334,10.952094,72.268291,1,2
335,29.623913,67.580539,1,2
336,20.824694,54.025319,1,2
337,24.534435,62.841625,1,2
338,19.799572,33.402819,1,2
339,22.059426,35.594662,1,2
340,20.592173,36.494432,1,2
341,49.940269,68.579496,1,2
342,40.496848,53.180281,1,2
343,88.560423,2.748739,0,2
344,50.936901,97.867911,0,2
345,26.62326,27.562029,1,2
346,32.118417,40.17583,1,2
347,40.711614,55.746896,1,2
348,41.591458,40.852492,1,2
349,33.338833,54.201657,1,2
350,10.562364,44.967134,1,2
351,44.381595,76.881928,0,2
352,66.244657,56.480961,0,2
353,86.299928,68.936774,0,2
354,64.502042,4.401557,0,2
355,0.966801,47.916377,0,2
356,14.779984,34.594172,1,2
357,55.303647,48.783828,0,2
358,90.713967,3.980871,0,2
359,95.435932,84.721534,0,2
360,45.332902,31.222283,1,2
361,43.705343,55.898251,1,2
362,38.866624,82.937346,0,2
363,67.425292,65.074757,0,2
364,48.557051,18.51434,1,2
365,15.91842,11.497265,0,2
366,1.789702,16.489564,0,2
367,42.070111,24.440154,1,2
368,74.961128,16.330002,0,2
369,42.305313,89.228444,0,2
370,46.448368,53.379282,1,2
371,63.205429,31.526544,0,2
372,54.898597,59.272111,1,2
373,49.593152,56.962052,1,2
374,43.358903,63.044945,1,2
375,86.150887,92.53534,0,2
376,82.381804,78.303294,0,2
377,46.401735,49.500218,1,2
378,25.30037,46.014494,1,2
379,20.146403,32.256054,1,2
380,86.875404,40.497602,0,2
381,4.281279,28.952917,0,2
382,21.632431,54.140403,1,2
383,68.968843,86.717609,0,2
384,83.545853,78.257398,0,2
385,13.386474,78.749925,0,2
386,94.242145,92.987049,0,2
387,47.425681,36.158824,1,2
388,28.824563,30.364953,1,2
389,91.298302,15.487239,0,2
390,61.714569,10.818412,0,2
391,31.214358,1.502568,0,2
392,24.55922,69.394848,1,2
393,23.086667,19.274993,1,2
394,3.294436,77.028309,0,2
395,1.761714,61.085174,0,2
396,98.057767,46.890668,0,2
397,13.150923,5.957477,0,2
398,32.86991,86.29827,0,2
399,54.711366,31.517728,1,2
400,26.145255,37.354223,1,2
401,25.343171,95.008249,0,2
402,53.704565,30.617699,1,2
403,95.979037,7.792588,0,2
404,25.02353,1.357666,0,2
405,6.62332,63.255107,0,2
406,75.382836,15.670579,0,2
407,76.883411,10.462671,0,2
408,8.435059,57.555712,1,2
409,20.06556,85.298048,0,2
410,20.903271,95.885018,0,2
411,36.281403,80.358228,0,2
412,18.722517,33.296714,1,2
413,39.407288,87.324528,0,2
414,41.662228,26.850469,1,2
415,78.398367,47.356897,0,2
416,77.693976,48.714885,0,2
417,92.058998,32.075029,0,2
418,45.788996,49.520713,1,2
419,21.615251,28.424192,1,2
420,27.325188,78.760499,0,2
421,84.73585,85.121672,0,2
422,31.422188,32.353709,1,2
423,16.98041,48.745718,1,2
424,47.715853,50.244393,1,2
425,31.243012,89.610276,0,2
426,41.543576,29.920791,1,2
427,24.647389,70.271851,1,2
428,52.940561,50.302554,1,2
429,27.061323,28.105549,1,2
430,38.630721,54.53227,1,2
431,45.613071,37.137941,1,2
432,78.886385,45.226831,0,2
433,42.085113,58.326746,1,2
434,35.512247,57.889412,1,2
435,58.501805,24.26645,0,2
436,47.422819,20.403578,1,2
437,13.797929,8.166899,0,2
438,56.715,22.880694,0,2
439,29.724554,55.137684,1,2
440,26.057317,30.151333,1,2
441,46.952075,73.611425,1,2
442,12.637063,39.316573,1,2
443,27.859112,25.627009,1,2
444,44.556148,81.884027,0,2
445,61.759707,11.173871,0,2
446,70.196004,96.151164,0,2
447,44.672614,58.643714,1,2
448,20.693381,0.756918,0,2
449,25.396145,73.385495,1,2
450,1.636239,31.249589,0,2
451,38.553505,77.577868,0,2
452,65.561676,63.636648,0,2
453,69.152244,94.368645,0,2
454,17.985206,30.571798,1,2
455,56.642857,89.239483,0,2
456,51.287948,57.790793,1,2
457,77.04839,93.938017,0,2
458,89.64361,78.800707,0,2
459,21.035798,26.395357,1,2
460,73.823941,59.845862,0,2
461,9.039213,58.236875,1,2
462,54.900428,13.000036,0,2
463,4.041207,84.708468,0,2
464,67.519444,60.775393,0,2
465,69.278746,4.622416,0,2
466,42.273863,17.089978,0,2
467,96.415604,71.67416,0,2
468,43.386319,14.169628,0,2
469,41.062827,73.302825,1,2
470,38.637314,70.609133,1,2
471,41.91409,46.564935,1,2
472,51.335857,67.954209,1,2
473,14.649049,22.177054,1,2
474,17.461986,59.039418,1,2
475,82.016279,57.790755,0,2
476,33.033373,6.86868,0,2
477,49.548802,27.327239,1,2
478,50.479144,66.453449,1,2
479,29.723408,47.867975,1,2
480,62.423221,55.849486,0,2
481,2.433342,40.911198,0,2
482,12.429053,47.927667,1,2
483,4.870453,37.426396,0,2
484,39.107444,5.203209,0,2
485,10.783038,38.97961,1,2
486,33.411273,71.604804,1,2
487,39.616727,38.47157,1,2
488,10.892137,91.083098,0,2
489,96.490215,42.177654,0,2
490,10.059065,36.947719,1,2
491,12.375916,97.541871,0,2
492,87.564405,12.318175,0,2
493,74.990849,69.929761,0,2
494,15.808436,68.059567,1,2
495,63.004523,1.441456,0,2
496,36.314584,69.914016,1,2
497,34.248288,29.530134,1,2
498,13.80945,32.307115,1,2
499,77.775447,49.198523,0,2
500,18.116661,31.624427,1,2
501,96.62366,43.322678,0,2
502,48.016272,58.772592,1,2
503,61.622582,19.726563,0,2
504,34.867209,66.053003,1,2
505,46.062406,10.022258,0,2
506,74.166132,43.261619,0,2
507,12.926842,25.42886,1,2
508,53.857376,31.451148,1,2
509,29.018104,37.202027,1,2
510,33.094762,40.05031,1,2
511,68.880406,37.115237,0,2
512,38.616481,53.607281,1,2
513,52.73851,16.263277,0,2
514,89.516555,75.297098,0,2
515,59.171002,88.766019,0,2
516,51.73212,13.745716,0,2
517,15.44181,3.991403,0,2
518,36.090701,79.624601,0,2
519,45.399861,22.511827,1,2
520,24.836821,88.734905,0,2
521,19.000146,13.869223,0,2
522,48.924984,53.833289,1,2
523,22.362652,22.585809,1,2
524,10.294934,17.075493,0,2
525,35.864419,51.641906,1,2
526,46.757076,73.59521,1,2
527,15.034419,53.757708,1,2
528,30.756278,62.509052,1,2
529,17.829409,42.050954,1,2
530,94.461506,93.233916,0,2
531,66.416973,27.908284,0,2
532,95.139027,33.458879,0,2
533,62.01545,95.462919,0,2
534,52.988953,25.542841,1,2
535,18.925648,52.481962,1,2
536,37.151283,61.802355,1,2
537,29.154291,65.125374,1,2
538,50.70543,99.659283,0,2
539,22.255222,49.022505,1,2
540,17.339565,64.37919,1,2
541,65.249883,12.632401,0,2
542,84.555534,74.062271,0,2
543,34.239273,43.737578,1,2
544,18.298037,62.657941,1,2
545,37.339774,54.163502,1,2
546,42.605981,2.768447,0,2
547,49.708035,53.872835,1,2
548,83.509649,20.304915,0,2
549,43.424541,95.565477,0,2
550,36.241847,55.190858,1,2
551,56.892622,91.485448,0,2
552,80.552804,97.383044,0,2
553,18.86318,56.665831,1,2
554,76.466589,48.020883,0,2
555,33.976243,39.419614,1,2
556,35.10811,15.426773,0,2
557,11.121524,82.360588,0,2
558,19.361832,42.392202,1,2
559,37.562001,99.571203,0,2
560,77.485867,92.23927,0,2
561,49.023877,25.188811,1,2
562,48.647359,63.272339,1,2
563,97.347123,92.734359,0,2
564,27.867593,36.263698,1,2
565,59.567669,80.456191,0,2
566,94.924288,71.8259,0,2
567,31.1481,31.469193,1,2
568,74.024258,57.206909,0,2
569,13.767433,30.398663,1,2
570,47.617264,27.799223,1,2
571,27.734364,68.194438,1,2
572,9.913133,56.792566,1,2
573,31.372028,86.977853,0,2
574,25.697565,34.103849,1,2
575,12.378478,32.521099,1,2
576,20.167915,62.890503,1,2
577,17.112504,45.204604,1,2
578,9.415443,67.69452,1,2
579,76.00195,0.949005,0,2
580,41.637448,30.398947,1,2
581,0.433451,70.025873,0,2
582,34.592913,34.763941,1,2
583,34.968229,70.269452,1,2
584,12.352627,19.375835,1,2
585,9.218897,63.170624,1,2
586,41.500207,58.445845,1,2
587,61.581365,19.090196,0,2
588,15.623511,39.240204,1,2
589,30.812465,98.909285,0,2
590,27.776942,24.276983,1,2
591,43.226148,50.320965,1,2
592,11.270786,61.049951,1,2
593,27.872038,49.52779,1,2
594,23.579733,67.574348,1,2
595,25.52178,35.31102,1,2
596,65.503558,62.376008,0,2
597,37.517599,3.074417,0,2
598,40.13851,39.736376,1,2
599,29.230539,40.283711,1,2
600,45.343718,28.179065,1,2
601,40.020218,96.854542,0,2
602,37.75172,38.880085,1,2
603,96.161342,35.607204,0,2
604,2.612483,30.838577,0,2
605,41.271209,30.491753,1,2
606,0.817185,10.478759,0,2
607,0.125678,65.816324,0,2
608,43.726318,28.149571,1,2
609,36.358328,31.168761,1,2
610,69.202871,25.020741,0,2
611,29.891189,5.46804,0,2
612,69.184732,62.103509,0,2
613,48.955233,39.7621,1,2
614,15.648311,70.422803,1,2
615,37.005066,2.003891,0,2
616,82.760015,41.65486,0,2
617,9.413145,62.472376,1,2
618,50.210543,17.378331,0,2
619,92.067383,7.497724,0,2
620,27.105088,52.835455,1,2
621,89.994092,87.538665,0,2
622,98.666019,97.096469,0,2
623,51.651469,46.261212,1,2
624,16.036399,59.28085,1,2
625,24.715772,71.745185,1,2
626,76.148544,15.53498,0,2
627,68.885522,71.833458,0,2
628,77.768222,51.469536,0,2
629,81.812832,55.566164,0,2
630,32.312656,31.654048,1,2
631,14.692375,49.845995,1,2
632,22.206579,0.874651,0,2
633,91.150968,25.141961,0,2
634,31.432671,45.158795,1,2
635,9.544577,61.507592,1,2
636,50.173192,37.706329,1,2
637,27.853279,27.196032,1,2
638,99.618006,90.357485,0,2
639,11.089846,95.002151,0,2
640,42.652095,50.699048,1,2
641,49.177806,52.920598,1,2
642,24.497554,64.142772,1,2
643,52.30059,51.049137,1,2
644,38.461053,18.327416,1,2
645,3.020915,94.558893,0,2
646,89.743327,33.475404,0,2
647,51.331543,42.521972,1,2
648,42.796739,28.410892,1,2
649,62.169069,42.959005,0,2
650,23.940197,78.605371,0,2
651,15.919769,93.935787,0,2
652,20.378796,49.7234,1,2
653,47.259128,53.358509,1,2
654,73.937591,12.186989,0,2
655,34.217472,46.283935,1,2
656,92.348622,61.625722,0,2
657,70.384339,51.338186,0,2
658,35.609916,36.562154,1,2
659,15.392181,25.62911,1,2
660,8.851434,54.531989,1,2
661,50.781002,30.083775,1,2
662,21.205333,55.352639,1,2
663,15.908831,44.855654,1,2
664,16.626927,27.287986,1,2
665,56.627109,65.125261,0,2
666,94.597433,6.918516,0,2
667,95.140557,9.518272,0,2
668,64.992207,10.50059,0,2
669,40.587142,69.688362,1,2
670,32.299864,92.541992,0,2
671,42.294536,78.185342,0,2
672,13.255192,1.206439,0,2
673,90.565531,36.888077,0,2
674,41.796317,53.948115,1,2
675,16.19479,12.888027,0,2
676,63.716968,21.237035,0,2
677,31.629734,45.836303,1,2
678,22.704726,25.406077,1,2
679,25.330889,66.641701,1,2
680,30.093833,38.006749,1,2
681,50.929261,26.848139,1,2
682,44.816501,43.510547,1,2
683,51.480984,32.632732,1,2
684,31.19535,39.290382,1,2
685,73.885115,53.873708,0,2
686,32.354842,38.3301,1,2
687,25.897385,32.906001,1,2
688,36.311194,10.455989,0,2
689,91.398402,94.404023,0,2
690,73.715795,6.900686,0,2
691,13.405098,51.841904,1,2
692,13.114596,53.595201,1,2
693,46.491991,39.045754,1,2
694,29.018306,69.314786,1,2
695,27.962719,44.022591,1,2
696,25.462893,19.30507,1,2
697,90.532741,60.736318,0,2
698,29.265838,37.206057,1,2
699,2.199592,26.845626,0,2
700,98.735585,86.490013,0,2
701,31.219557,61.782701,1,2
702,46.677367,11.201895,0,2
703,65.808801,4.840826,0,2
704,17.464793,24.340964,1,2
705,86.634191,81.723301,0,2
706,22.985105,13.657797,0,2
707,92.458262,87.647232,0,2
708,56.730709,43.748733,0,2
709,30.599584,97.315682,0,2
710,79.408047,79.658227,0,2
711,26.332465,23.214436,1,2
712,56.250356,97.762477,0,2
713,77.33604,83.302965,0,2
714,38.846984,73.760442,1,2
715,37.309232,65.529098,1,2
716,25.139898,65.123765,1,2
717,52.762213,31.167974,1,2
718,72.757124,9.458719,0,2
719,65.017995,65.988912,0,2
720,84.794188,79.535192,0,2
721,54.057342,48.726812,1,2
722,2.810962,99.461184,0,2
723,76.06884,51.84114,0,2
724,56.961297,23.140749,0,2
725,35.389031,57.485398,1,2
726,22.734151,97.603551,0,2
727,97.877232,22.953631,0,2
728,75.409647,82.394742,0,2
729,27.327172,93.600384,0,2
730,24.910465,72.319013,1,2
731,52.725051,32.187067,1,2
732,35.739625,6.235196,0,2
733,57.825434,27.865316,0,2
734,34.441002,38.005433,1,2
735,33.061802,46.960032,1,2
736,21.633611,28.646595,1,2
737,21.673878,90.219403,0,2
738,89.678769,96.082557,0,2
739,98.879215,88.533957,0,2
740,33.052231,39.306947,1,2
741,96.820655,96.440458,0,2
742,57.824622,95.726634,0,2
743,34.844593,22.060991,1,2
744,46.235474,39.092071,1,2
745,78.688388,23.408359,0,2
746,21.320667,61.45964,1,2
747,23.290206,96.29541,0,2
748,92.686113,21.27055,0,2
749,53.2675,71.624502,1,2
750,47.753155,22.918879,1,2
751,30.626093,20.909926,1,2
752,57.393238,3.989283,0,2
753,59.046255,76.154897,0,2
754,70.805861,80.222881,0,2
755,19.055768,40.033833,1,2
756,14.903799,71.808681,1,2
757,98.799689,18.280393,0,2
758,36.630226,46.849972,1,2
759,28.303451,77.877918,0,2
760,47.400639,47.453513,1,2
761,41.880973,28.938766,1,2
762,15.863457,56.484134,1,2
763,26.213461,68.532275,1,2
764,45.679049,57.233627,1,2
765,68.263646,93.288332,0,2
766,65.398319,80.852221,0,2
767,11.852127,47.902256,1,2
768,13.569592,45.674157,1,2
769,25.696112,72.068663,1,2
770,73.115551,90.233483,0,2
771,92.793439,59.959561,0,2
772,67.123703,65.449832,0,2
