id,target
670,22
671,20
672,2
673,29
674,4
675,11
676,1
677,3
678,24
679,3
680,28
681,25
682,30
683,19
684,14
685,23
686,5
687,12
688,21
689,31
690,14
691,15
692,9
693,5
694,14
695,14
696,13
697,28
698,11
699,30
700,26
701,26
702,20
703,5
704,7
705,21
706,21
707,22
708,5
709,17
710,8
711,31
712,19
713,13
714,30
715,30
716,19
717,5
718,0
719,0
720,13
721,16
722,16
723,27
724,11
725,2
726,7
727,21
728,23
729,1
730,15
731,19
732,1
733,22
734,9
735,21
736,11
737,25
738,6
739,10
740,0
741,4
742,3
743,21
744,7
745,20
746,17
747,25
748,31
749,27
750,8
751,7
752,18
753,7
754,24
755,21
756,21
757,30
758,26
759,14
760,6
761,20
762,7
763,5
764,25
765,1
766,20
767,2
768,7
769,21
770,27
771,7
772,7
773,21
774,0
775,18
776,16
777,3
778,0
779,17
780,5
781,8
782,30
783,26
784,14
785,3
786,24
787,1
788,25
789,8
790,13
791,0
792,16
793,11
794,22
795,11
796,22
797,10
798,8
799,20
800,31
801,24
802,21
803,14
804,28
805,28
806,9
807,19
808,23
809,11
810,3
811,2
812,18
813,0
814,5
815,31
816,23
817,13
818,27
819,13
820,16
821,5
822,13
823,20
824,24
825,5
826,26
827,3
828,21
829,24
830,30
831,0
832,21
833,14
834,21
835,10
836,19
837,20
838,10
839,27
840,1
841,28
842,14
843,25
844,25
845,28
846,21
847,1
848,12
849,2
850,12
851,25
852,27
853,24
854,30
855,13
856,12
857,25
858,3
859,10
860,8
861,29
862,22
863,15
864,17
865,5
866,23
867,14
868,25
869,0
870,7
871,6
872,14
873,27
874,28
875,14
876,19
877,26
878,25
879,28
880,14
881,19
882,0
883,25
884,5
885,14
886,20
887,0
888,23
889,11
890,24
891,24
892,29
893,11
894,1
895,24
896,24
897,21
898,26
899,12
900,8
901,11
902,22
903,3
904,24
905,5
906,28
907,0
908,30
909,0
910,20
911,13
912,2
913,10
914,5
915,19
916,30
917,22
918,31
919,25
920,4
921,19
922,2
923,1
924,28
925,30
926,18
927,23
928,4
929,14
930,14
931,16
932,17
933,27
934,30
935,0
936,21
937,24
938,9
939,4
940,1
941,18
942,0
943,4
944,13
945,24
946,6
947,26
948,1
949,30
950,11
951,12
952,23
953,6
954,25
955,8
956,5
957,2
958,24
959,18
960,9
961,12
962,3
963,8
964,22
965,11
966,8
967,14
968,26
969,20
970,19
971,12
972,16
973,14
974,16
975,6
976,25
977,12
978,21
979,30
980,23
981,25
982,30
983,10
984,31
985,11
986,17
987,12
988,0
989,30
990,5
991,4
992,21
993,25
994,7
995,10
996,20
997,18
998,27
999,16
1000,1
1001,3
1002,30
1003,13
1004,1
1005,2
1006,31
1007,28
1008,9
1009,28
1010,7
1011,22
1012,11
1013,1
1014,8
1015,16
1016,5
1017,12
1018,13
1019,5
1020,30
1021,5
1022,4
1023,13
1024,24
1025,11
1026,0
1027,26
1028,5
1029,2
1030,4
1031,21
1032,14
1033,14
1034,21
1035,28
1036,21
1037,5
1038,22
1039,26
1040,5
1041,13
1042,11
1043,19
1044,21
1045,21
1046,11
1047,27
1048,20
1049,27
1050,6
1051,29
1052,18
1053,11
1054,10
1055,4
1056,9
1057,10
1058,22
1059,16
1060,3
1061,11
1062,23
1063,4
1064,16
1065,14
1066,1
1067,10
1068,19
1069,24
1070,11
1071,4
1072,18
1073,12
1074,5
1075,19
1076,1
1077,21
1078,9
1079,20
1080,17
1081,6
1082,4
1083,25
1084,29
1085,26
1086,21
1087,5
1088,7
1089,4
1090,10
1091,6
1092,5
1093,13
1094,4
1095,8
1096,6
1097,12
1098,17
1099,7
1100,25
1101,6
1102,28
1103,22
1104,2
1105,27
1106,21
1107,7
1108,3
1109,24
1110,1
1111,4
1112,24
1113,0
1114,1
1115,30
1116,27
1117,21
1118,11
1119,0
1120,7
1121,3
1122,11
1123,21
1124,1
1125,9
1126,7
1127,2
1128,0
1129,9
1130,9
1131,8
1132,15
1133,8
1134,26
1135,5
1136,1
1137,4
1138,16
1139,11
1140,28
1141,31
1142,6
1143,22
1144,8
1145,22
1146,6
1147,14
1148,19
1149,5
1150,0
1151,25
1152,27
1153,23
1154,8
1155,0
1156,26
1157,21
1158,13
1159,20
1160,15
1161,12
1162,16
1163,18
1164,12
1165,11
1166,5
1167,29
1168,28
1169,31
1170,7
1171,7
1172,5
1173,23
1174,28
1175,0
1176,12
1177,3
1178,27
1179,30
1180,14
1181,8
1182,8
1183,24
1184,30
1185,12
1186,10
1187,15
1188,24
1189,19
1190,28
1191,3
1192,19
1193,5
1194,24
1195,2
1196,6
1197,2
1198,21
1199,14
1200,14
1201,29
1202,2
1203,30
1204,31
1205,6
1206,30
1207,27
1208,16
1209,5
1210,5
1211,8
1212,22
1213,9
1214,9
1215,23
1216,30
1217,27
1218,27
1219,25
1220,25
1221,4
1222,8
1223,30
1224,1
1225,12
1226,6
1227,16
1228,26
1229,1
1230,10
1231,13
1232,12
1233,1
1234,27
1235,30
1236,16
1237,0
1238,14
1239,26
1240,5
1241,3
1242,19
1243,14
1244,27
1245,27
1246,1
1247,26
1248,19
1249,26
1250,13
1251,14
1252,5
1253,24
1254,25
1255,1
1256,29
1257,27
1258,0
1259,19
1260,30
1261,28
1262,25
1263,30
1264,7
1265,6
1266,6
1267,19
1268,18
1269,21
1270,22
1271,1
1272,11
1273,3
1274,14
1275,7
1276,21
1277,1
1278,4
1279,27
1280,12
1281,11
1282,5
1283,30
1284,16
1285,26
1286,8
1287,31
1288,13
1289,19
1290,11
1291,30
1292,22
1293,26
1294,7
1295,19
1296,20
1297,18
1298,5
1299,21
1300,28
1301,20
1302,13
1303,3
1304,8
1305,25
1306,0
1307,5
1308,1
1309,3
1310,5
1311,3
1312,28
1313,7
1314,5
1315,14
1316,8
1317,0
1318,18
1319,12
1320,16
1321,31
1322,27
1323,1
1324,26
1325,30
1326,14
1327,27
1328,19
1329,30
1330,30
1331,0
1332,16
1333,9
1334,13
1335,15
1336,14
1337,30
1338,22
1339,0
1340,24
1341,2
1342,23
1343,13
1344,16
1345,27
1346,19
1347,19
1348,30
1349,4
1350,7
1351,30
1352,12
1353,0
1354,31
1355,7
1356,19
1357,0
1358,2
1359,5
1360,8
1361,30
1362,30
1363,5
1364,27
1365,19
1366,23
1367,12
1368,18
1369,0
1370,21
1371,0
1372,13
1373,12
1374,28
1375,7
1376,22
1377,7
1378,16
1379,5
1380,9
1381,24
1382,31
1383,29
1384,20
1385,17
1386,27
1387,29
1388,21
1389,26
1390,29
1391,5
1392,1
1393,2
1394,6
1395,13
1396,23
1397,14
1398,16
1399,0
1400,14
1401,16
1402,28
1403,18
1404,10
1405,9
1406,16
1407,8
1408,16
1409,17
1410,23
1411,16
1412,29
1413,9
1414,6
1415,7
1416,23
1417,18
1418,5
1419,14
1420,5
1421,22
1422,2
1423,25
1424,4
1425,0
1426,28
1427,2
1428,14
1429,1
1430,16
1431,17
1432,19
1433,1
1434,21
1435,16
1436,28
1437,12
1438,0
1439,25
1440,13
1441,18
1442,7
1443,23
1444,13
1445,25
1446,3
1447,0
1448,0
1449,27
1450,16
1451,4
1452,5
1453,31
1454,8
1455,24
1456,6
1457,16
1458,3
1459,1
1460,27
1461,22
1462,8
1463,0
1464,7
1465,6
1466,31
1467,3
1468,24
1469,21
1470,7
1471,1
1472,10
1473,30
1474,6
1475,23
1476,19
1477,25
1478,3
1479,0
1480,30
1481,10
1482,19
1483,0
1484,24
1485,7
1486,1
1487,21
1488,28
1489,31
1490,6
1491,23
1492,21
1493,19
1494,17
1495,1
1496,18
1497,0
1498,15
1499,24
1500,12
1501,21
1502,16
1503,29
1504,27
1505,30
1506,9
1507,1
1508,5
1509,6
1510,7
1511,3
1512,13
1513,16
1514,30
1515,21
1516,0
1517,20
1518,5
1519,13
1520,7
1521,13
1522,4
1523,26
1524,2
1525,10
1526,9
1527,8
1528,24
1529,4
1530,18
1531,25
1532,2
1533,19
1534,18
1535,5
1536,5
1537,10
1538,23
1539,22
1540,27
1541,14
1542,30
1543,2
1544,10
1545,30
1546,22
1547,22
1548,23
1549,26
1550,1
1551,24
1552,17
1553,13
1554,29
1555,21
1556,29
1557,27
1558,4
1559,4
1560,10
1561,4
1562,3
1563,2
1564,1
1565,24
1566,14
1567,1
1568,3
1569,4
1570,0
1571,13
1572,7
1573,6
1574,7
1575,6
1576,21
1577,3
1578,8
1579,0
1580,21
1581,0
1582,10
1583,22
1584,14
1585,6
1586,28
1587,5
1588,27
1589,0
1590,5
1591,4
1592,25
1593,25
1594,14
1595,25
1596,18
1597,14
1598,10
1599,26
1600,7
1601,28
1602,27
1603,23
1604,0
1605,25
1606,18
1607,6
1608,6
1609,6
1610,1
1611,7
1612,11
1613,30
1614,21
1615,7
1616,9
1617,23
1618,5
1619,12
1620,0
1621,10
1622,17
1623,11
1624,6
1625,28
1626,3
1627,18
1628,28
1629,16
1630,5
1631,4
1632,30
1633,4
1634,1
1635,31
1636,13
1637,10
1638,18
1639,16
1640,29
1641,16
1642,11
1643,14
1644,24
1645,19
1646,6
1647,7
1648,10
1649,27
1650,21
1651,11
1652,29
1653,5
1654,6
1655,1
1656,21
1657,13
1658,18
1659,5
1660,26
1661,0
1662,24
1663,22
1664,23
1665,11
1666,14
1667,14
1668,0
1669,26
1670,5
1671,1
1672,30
1673,1
1674,14
1675,6
1676,30
1677,0
1678,30
1679,0
1680,30
1681,28
1682,27
1683,5
1684,21
1685,8
1686,5
1687,18
1688,24
1689,20
1690,31
1691,5
1692,25
1693,6
1694,25
1695,29
1696,11
1697,31
1698,22
1699,13
1700,0
1701,16
1702,6
1703,3
1704,6
1705,17
1706,1
1707,13
1708,10
1709,14
1710,21
1711,19
1712,7
1713,15
1714,19
1715,31
1716,9
1717,5
1718,4
1719,22
1720,6
1721,31
1722,7
1723,0
1724,15
1725,18
1726,0
1727,0
1728,0
1729,13
1730,21
1731,2
1732,5
1733,1
1734,2
1735,18
1736,11
1737,19
1738,7
1739,6
1740,18
1741,1
1742,18
1743,16
1744,27
1745,13
1746,8
1747,10
1748,18
1749,5
1750,22
1751,0
1752,5
1753,29
1754,14
1755,18
1756,19
1757,8
1758,26
1759,5
1760,3
1761,17
1762,30
1763,30
1764,0
1765,16
1766,14
1767,30
1768,10
1769,24
1770,27
1771,9
1772,16
1773,1
1774,16
1775,29
1776,25
1777,1
1778,4
1779,18
1780,21
1781,24
1782,10
1783,1
1784,23
1785,30
1786,14
1787,16
1788,0
1789,10
1790,21
1791,30
1792,2
1793,15
1794,7
1795,17
1796,18
1797,4
1798,31
1799,7
1800,26
1801,30
1802,31
1803,10
1804,27
1805,0
1806,14
1807,5
1808,8
1809,0
1810,31
1811,11
1812,4
1813,3
1814,6
1815,28
1816,23
1817,13
1818,16
1819,11
1820,21
1821,24
1822,14
1823,6
1824,0
1825,18
1826,10
1827,25
1828,26
1829,13
1830,10
1831,10
1832,16
1833,12
1834,6
1835,8
1836,16
1837,25
1838,31
1839,31
1840,25
1841,18
1842,5
1843,30
1844,22
1845,16
1846,31
1847,2
1848,10
1849,20
1850,13
1851,3
1852,15
1853,3
1854,2
1855,5
1856,28
1857,13
1858,3
1859,30
1860,23
1861,4
1862,16
1863,13
1864,23
1865,8
1866,9
1867,25
1868,13
1869,16
1870,17
1871,15
1872,5
1873,30
1874,30
1875,2
1876,10
1877,18
1878,8
1879,24
1880,5
1881,26
1882,11
1883,24
1884,25
1885,28
1886,30
1887,15
1888,16
1889,4
1890,21
1891,14
1892,30
1893,24
1894,24
1895,28
1896,14
1897,29
1898,4
1899,14
1900,13
1901,24
1902,22
1903,6
1904,0
1905,27
1906,1
1907,30
1908,16
1909,7
1910,8
1911,19
1912,8
1913,23
1914,20
1915,3
1916,25
1917,10
1918,14
1919,31
1920,2
1921,0
1922,28
1923,24
1924,10
1925,7
1926,11
1927,21
1928,1
1929,0
1930,1
1931,14
1932,24
1933,6
1934,20
1935,28
1936,25
1937,11
1938,19
1939,10
1940,25
1941,25
1942,10
1943,14
1944,17
1945,19
1946,21
1947,8
1948,19
1949,27
1950,31
1951,5
1952,27
1953,22
1954,13
1955,21
1956,12
1957,1
1958,5
1959,18
1960,10
1961,4
1962,2
1963,21
1964,2
1965,10
1966,15
1967,16
1968,0
1969,24
1970,27
1971,0
1972,31
1973,10
1974,30
1975,28
1976,30
1977,13
1978,7
1979,10
1980,28
1981,7
1982,6
1983,18
1984,27
1985,3
1986,25
1987,17
1988,27
1989,22
1990,28
1991,26
1992,8
1993,2
1994,13
1995,21
1996,27
1997,18
1998,22
1999,3
2000,22
2001,27
2002,17
2003,7
2004,31
2005,11
2006,21
2007,8
2008,0
2009,16
2010,0
2011,6
2012,19
2013,0
2014,11
2015,0
2016,0
2017,11
2018,4
2019,23
2020,14
2021,17
2022,15
2023,19
2024,8
2025,21
2026,18
2027,21
2028,30
2029,27
2030,8
2031,7
2032,18
2033,26
2034,10
2035,25
2036,8
2037,8
2038,3
2039,5
2040,7
2041,6
2042,0
2043,18
2044,23
2045,30
2046,13
2047,30
2048,22
2049,25
2050,15
2051,22
2052,21
2053,9
2054,2
2055,14
2056,2
2057,30
2058,10
2059,15
2060,10
2061,1
2062,6
2063,31
2064,26
2065,6
2066,10
2067,0
2068,31
2069,21
2070,18
2071,28
2072,1
2073,10
2074,14
2075,24
2076,27
2077,30
2078,7
2079,7
2080,28
2081,30
2082,30
2083,6
2084,1
2085,5
2086,12
2087,25
2088,28
2089,30
2090,19
2091,24
2092,30
2093,16
2094,1
2095,3
2096,17
2097,17
2098,12
2099,18
2100,3
2101,31
2102,5
2103,9
2104,25
2105,29
2106,30
2107,29
2108,18
2109,21
2110,5
2111,0
2112,4
2113,24
2114,11
2115,29
2116,1
2117,3
2118,1
2119,4
2120,29
2121,8
2122,7
2123,25
2124,18
2125,15
2126,22
2127,13
2128,21
2129,16
2130,4
2131,25
2132,15
2133,28
2134,17
2135,20
2136,16
2137,11
2138,8
2139,13
2140,11
2141,11
2142,5
2143,7
2144,1
2145,31
2146,0
2147,24
2148,22
2149,1
2150,21
2151,1
2152,13
2153,4
2154,23
2155,0
2156,5
2157,0
2158,11
2159,5
2160,6
2161,9
2162,28
2163,17
2164,20
2165,14
2166,0
2167,12
2168,4
2169,30
2170,1
2171,29
2172,21
2173,1
2174,21
2175,31
2176,16
2177,1
2178,5
2179,21
2180,22
2181,8
2182,13
2183,8
2184,16
2185,26
2186,25
2187,2
2188,3
2189,23
2190,6
2191,30
2192,13
2193,21
2194,10
2195,14
2196,28
2197,1
2198,5
2199,14
2200,31
2201,7
2202,17
2203,21
2204,30
2205,31
2206,4
2207,30
2208,3
2209,14
2210,19
2211,22
2212,15
2213,18
2214,12
2215,24
2216,5
2217,24
2218,27
2219,14
2220,29
2221,14
2222,14
2223,17
2224,19
2225,27
2226,28
2227,17
2228,18
2229,25
2230,18
2231,5
2232,21
2233,21
2234,12
2235,0
2236,9
2237,6
2238,12
2239,14
2240,16
2241,1
2242,11
2243,30
2244,17
2245,14
2246,13
2247,18
2248,0
2249,7
2250,0
2251,0
2252,27
2253,22
2254,18
2255,6
2256,1
2257,28
2258,26
2259,6
2260,6
2261,30
2262,25
2263,11
2264,10
2265,30
2266,14
2267,5
2268,10
2269,19
2270,12
2271,19
2272,5
2273,25
2274,0
2275,5
2276,16
2277,22
2278,24
2279,23
2280,6
2281,5
2282,21
2283,7
2284,1
2285,7
2286,17
2287,10
2288,29
2289,4
2290,14
2291,21
2292,27
2293,23
2294,19
2295,5
2296,16
2297,19
2298,16
2299,14
2300,0
2301,0
2302,13
2303,30
2304,18
2305,6
2306,1
2307,20
2308,21
2309,30
2310,16
2311,12
2312,28
2313,21
2314,18
2315,7
2316,18
2317,27
2318,0
2319,18
2320,10
2321,3
2322,8
2323,5
2324,12
2325,17
2326,25
2327,21
2328,18
2329,16
2330,11
2331,30
2332,20
2333,14
2334,24
2335,27
2336,17
2337,15
2338,22
2339,2
2340,18
2341,22
2342,17
2343,10
2344,14
2345,31
2346,14
2347,10
2348,4
2349,6
2350,25
2351,5
2352,8
2353,7
2354,3
2355,0
2356,2
2357,3
2358,28
2359,21
2360,7
2361,29
2362,12
2363,25
2364,0
2365,24
2366,7
2367,22
2368,27
2369,22
2370,10
2371,30
2372,25
2373,23
2374,13
2375,4
2376,16
2377,12
2378,10
2379,28
2380,22
2381,3
2382,7
2383,28
2384,20
2385,0
2386,10
2387,7
2388,4
2389,9
2390,30
2391,7
2392,13
2393,8
2394,1
2395,21
2396,7
2397,18
2398,10
2399,7
2400,24
2401,1
2402,23
2403,27
2404,24
2405,11
2406,28
2407,9
2408,11
2409,23
2410,20
2411,28
2412,7
2413,19
2414,12
2415,28
2416,12
2417,30
2418,27
2419,0
2420,10
2421,12
2422,3
2423,1
2424,27
2425,13
2426,31
2427,3
2428,17
2429,19
2430,25
2431,0
2432,19
2433,4
2434,10
2435,13
2436,6
2437,5
2438,8
2439,0
2440,12
2441,30
2442,19
2443,3
2444,27
2445,18
2446,24
2447,5
2448,12
2449,12
2450,14
2451,5
2452,21
2453,8
2454,18
2455,18
2456,1
2457,2
2458,31
2459,2
2460,12
2461,31
2462,14
2463,28
2464,27
2465,30
2466,0
2467,4
2468,21
2469,7
2470,17
2471,6
2472,4
2473,17
2474,17
2475,25
2476,25
2477,5
2478,11
2479,25
2480,16
2481,16
2482,19
2483,26
2484,13
2485,22
2486,12
2487,17
2488,30
2489,2
2490,29
2491,13
2492,11
2493,15
2494,1
2495,5
2496,5
2497,25
2498,11
2499,8
2500,5
2501,14
2502,8
2503,18
2504,13
2505,18
2506,30
2507,24
2508,4
2509,15
2510,3
2511,26
2512,3
2513,16
2514,3
2515,28
2516,22
2517,5
2518,30
2519,25
2520,23
2521,21
2522,18
2523,23
2524,12
2525,10
2526,30
2527,28
2528,31
2529,14
2530,12
2531,0
2532,18
2533,14
2534,10
2535,18
2536,31
2537,11
2538,18
2539,3
2540,23
2541,0
2542,21
2543,18
2544,17
2545,5
2546,24
2547,28
2548,6
2549,19
2550,25
2551,21
2552,30
2553,30
2554,23
2555,13
2556,21
2557,19
2558,16
2559,3
2560,14
2561,20
2562,3
2563,21
2564,0
2565,8
2566,8
2567,3
2568,28
2569,18
2570,22
2571,27
2572,14
2573,9
2574,8
2575,11
2576,10
2577,27
2578,21
2579,14
2580,23
2581,31
2582,10
2583,21
2584,28
2585,8
2586,16
2587,11
2588,28
2589,18
2590,29
2591,28
2592,10
2593,13
2594,11
2595,30
2596,10
2597,21
2598,10
2599,11
2600,5
2601,13
2602,1
2603,25
2604,25
2605,10
2606,19
2607,0
2608,5
2609,5
2610,6
2611,28
2612,28
2613,21
2614,6
2615,8
2616,30
2617,26
2618,8
2619,16
2620,1
2621,20
2622,22
2623,28
2624,0
2625,26
2626,19
2627,9
2628,19
2629,14
2630,5
2631,18
2632,19
2633,0
2634,28
2635,28
2636,18
2637,30
2638,18
2639,27
2640,0
2641,1
2642,24
2643,23
2644,19
2645,18
2646,5
2647,5
2648,5
2649,5
2650,5
2651,3
2652,16
2653,25
2654,25
2655,0
2656,11
2657,21
2658,0
2659,14
2660,30
2661,7
2662,9
2663,14
2664,5
2665,12
2666,8
2667,21
2668,31
2669,7
2670,28
2671,14
2672,8
2673,15
2674,18
2675,12
2676,21
2677,25
2678,18
2679,3
2680,16
2681,7
2682,27
2683,19
2684,8
2685,25
2686,3
2687,30
2688,7
2689,22
2690,25
2691,17
2692,8
2693,27
2694,7
2695,12
2696,8
2697,25
2698,30
2699,6
2700,16
2701,22
2702,2
2703,20
2704,17
2705,7
2706,8
2707,3
2708,30
2709,26
2710,13
2711,1
2712,12
2713,13
2714,9
2715,3
2716,8
2717,22
2718,6
2719,10
2720,3
2721,24
2722,18
2723,1
2724,30
2725,22
2726,21
2727,2
2728,30
2729,30
2730,1
2731,18
2732,23
2733,2
2734,19
2735,27
2736,0
2737,29
2738,9
2739,11
2740,5
2741,30
2742,30
2743,12
2744,21
2745,0
2746,30
2747,22
2748,18
2749,21
2750,30
2751,12
2752,2
2753,14
2754,25
2755,30
2756,8
2757,17
2758,13
2759,4
2760,20
2761,23
2762,30
2763,5
2764,0
2765,21
2766,2
2767,7
2768,12
2769,10
2770,5
2771,16
2772,1
2773,7
2774,0
2775,17
2776,10
2777,12
2778,25
2779,5
2780,16
2781,8
2782,25
2783,22
2784,1
2785,25
2786,10
2787,19
2788,1
2789,14
2790,4
2791,8
2792,10
2793,7
2794,16
2795,20
2796,28
2797,25
2798,26
2799,12
2800,14
2801,24
2802,11
2803,7
2804,28
2805,21
2806,7
2807,6
2808,30
2809,0
2810,3
2811,1
2812,28
2813,27
2814,16
2815,4
2816,24
2817,15
2818,8
2819,12
2820,25
2821,11
2822,21
2823,14
2824,17
2825,30
2826,13
2827,7
2828,1
2829,3
2830,21
2831,8
2832,0
2833,29
2834,20
2835,10
2836,5
2837,19
2838,6
2839,3
2840,3
2841,16
2842,30
2843,2
2844,14
2845,17
2846,7
2847,27
2848,24
2849,21
2850,25
2851,0
2852,22
2853,14
2854,27
2855,6
2856,28
2857,7
2858,6
2859,22
2860,17
2861,7
2862,23
2863,21
2864,8
2865,24
2866,3
2867,19
2868,20
2869,3
2870,4
2871,21
2872,13
2873,23
2874,3
2875,8
2876,14
2877,6
2878,10
2879,21
2880,9
2881,1
2882,22
2883,29
2884,7
2885,23
2886,29
2887,29
2888,0
2889,20
2890,27
2891,19
2892,7
2893,29
2894,27
2895,31
2896,8
2897,25
2898,24
2899,28
2900,27
2901,11
2902,0
2903,12
2904,7
2905,16
2906,21
2907,22
2908,8
2909,19
2910,13
2911,4
2912,25
2913,6
2914,3
2915,10
2916,7
2917,26
2918,10
2919,3
2920,12
2921,2
2922,30
2923,0
2924,3
2925,13
2926,10
2927,20
2928,23
2929,10
2930,23
2931,2
2932,13
2933,30
2934,14
2935,8
2936,14
2937,19
2938,22
2939,9
2940,16
2941,8
2942,0
2943,19
2944,14
2945,24
2946,20
2947,19
2948,27
2949,27
2950,11
2951,30
2952,8
2953,17
2954,27
2955,16
2956,0
2957,14
2958,22
2959,25
2960,0
2961,19
2962,4
2963,1
2964,27
2965,25
2966,27
2967,9
2968,16
2969,1
2970,16
2971,14
2972,24
2973,24
2974,26
2975,21
2976,1
2977,25
2978,21
2979,20
2980,21
2981,21
2982,24
2983,10
2984,28
2985,22
2986,21
2987,4
2988,14
2989,6
2990,25
2991,14
2992,10
2993,13
2994,25
2995,20
2996,12
2997,6
